Município,Participação PIB
Ponta Grossa (PR),"73,99"
Pontal do Paraná (PR),"3,76"
Porecatu (PR),"17,87"
Porto Amazonas (PR),"5,43"
Porto Barreiro (PR),1
Porto Rico (PR),"1,16"
Porto Vitória (PR),"2,25"
Prado Ferreira (PR),"5,51"
Pranchita (PR),"7,91"
Presidente Castelo Branco (PR),"1,94"
Primeiro de Maio (PR),"11,97"
Prudentópolis (PR),"30,57"
Quarto Centenário (PR),"6,39"
Quatiguá (PR),"5,62"
Quatro Barras (PR),"1,05"
Quatro Pontes (PR),"1,12"
Quedas do Iguaçu (PR),"8,66"
Querência do Norte (PR),"2,8"
Quinta do Sol (PR),"2,42"
Quitandinha (PR),"13,47"
Ramilândia (PR),"0,42"
Rancho Alegre (PR),"8,2"
Rancho Alegre D'Oeste (PR),"4,13"
Realeza (PR),"17,83"
Rebouças (PR),"12,44"
Renascença (PR),"3,82"
Reserva (PR),"7,24"
Reserva do Iguaçu (PR),"1,54"
Ribeirão Claro (PR),"8,37"
Ribeirão do Pinhal (PR),"5,21"
Rio Azul (PR),"16,92"
Rio Bom (PR),"7,31"
Rio Bonito do Iguaçu (PR),"2,61"
Rio Branco do Ivaí (PR),"2,73"
Rio Branco do Sul (PR),"0,74"
Rio Negro (PR),"34,36"
Rolândia (PR),"9,92"
Roncador (PR),"5,62"
Rondon (PR),"5,75"
Rosário do Ivaí (PR),"3,07"
Sabáudia (PR),"5,98"
Salgado Filho (PR),"1,12"
Salto do Itararé (PR),"2,75"
Salto do Lontra (PR),"4,79"
Santa Amélia (PR),"1,55"
Santa Cecília do Pavão (PR),"6,78"
Santa Cruz de Monte Castelo (PR),"3,99"
Santa Fé (PR),"4,2"
Santa Helena (PR),"6,49"
Santa Inês (PR),"0,68"
Santa Isabel do Ivaí (PR),"2,69"
Santa Izabel do Oeste (PR),"11,21"
Santa Lúcia (PR),"0,58"
Santa Maria do Oeste (PR),"11,44"
Santa Mariana (PR),"7,6"
Santa Mônica (PR),"0,97"
Santana do Itararé (PR),"4,55"
Santa Tereza do Oeste (PR),"2,4"
Santa Terezinha de Itaipu (PR),"2,51"
Santo Antônio da Platina (PR),"32,84"
Santo Antônio do Caiuá (PR),"0,58"
Santo Antônio do Paraíso (PR),"1,63"
Santo Antônio do Sudoeste (PR),"5,86"
Santo Inácio (PR),"6,99"
São Carlos do Ivaí (PR),"4,21"
São Jerônimo da Serra (PR),"14,27"
São João (PR),"8,76"
São João do Caiuá (PR),"1,65"
São João do Ivaí (PR),"8,53"
São João do Triunfo (PR),"24,88"
São Jorge d'Oeste (PR),"4,28"
São Jorge do Ivaí (PR),"24,31"
São Jorge do Patrocínio (PR),"1,42"
São José da Boa Vista (PR),"6,09"
São José das Palmeiras (PR),"0,44"
São José dos Pinhais (PR),"14,54"
São Manoel do Paraná (PR),"1,02"
São Mateus do Sul (PR),"65,11"
São Miguel do Iguaçu (PR),"5,38"
São Pedro do Iguaçu (PR),"1,09"
São Pedro do Ivaí (PR),"8,74"
São Pedro do Paraná (PR),"0,96"
São Sebastião da Amoreira (PR),"13,26"
São Tomé (PR),"2,68"
Sapopema (PR),7
Sarandi (PR),"6,85"
Saudade do Iguaçu (PR),"7,73"
Sengés (PR),"13,05"
Serranópolis do Iguaçu (PR),"1,07"
Sertaneja (PR),"6,42"
Sertanópolis (PR),"22,27"
Siqueira Campos (PR),"18,72"
Sulina (PR),"1,56"
Tamarana (PR),"1,09"
Tamboara (PR),"1,34"
Tapejara (PR),"8,16"
Tapira (PR),"1,5"
Teixeira Soares (PR),"11,99"
Telêmaco Borba (PR),"46,97"
Terra Boa (PR),"5,35"
Terra Rica (PR),4
Terra Roxa (PR),"3,96"
Tibagi (PR),"13,77"
Tijucas do Sul (PR),"15,25"
Toledo (PR),"33,12"
Tomazina (PR),"8,59"
Três Barras do Paraná (PR),"1,8"
Tunas do Paraná (PR),"0,08"
Tuneiras do Oeste (PR),"3,84"
Tupãssi (PR),"1,91"
Turvo (PR),"3,55"
Ubiratã (PR),"30,16"
Umuarama (PR),"40,2"
União da Vitória (PR),"44,55"
Uniflor (PR),"1,31"
Uraí (PR),"16,25"
Wenceslau Braz (PR),"18,85"
Ventania (PR),"3,32"
Vera Cruz do Oeste (PR),"1,25"
Verê (PR),"4,52"
Alto Paraíso (PR),"1,11"
Doutor Ulysses (PR),"11,36"
Virmond (PR),"1,12"
Vitorino (PR),"4,9"
Xambrê (PR),"1,17"
Abdon Batista (SC),"1,16"
Abelardo Luz (SC),"9,93"
Agrolândia (SC),"13,86"
Agronômica (SC),"2,19"
Água Doce (SC),"3,3"
Águas de Chapecó (SC),"0,52"
Águas Frias (SC),"0,62"
Águas Mornas (SC),"22,21"
Alfredo Wagner (SC),"37,44"
Alto Bela Vista (SC),"0,88"
Anchieta (SC),"2,32"
Angelina (SC),"3,63"
Anita Garibaldi (SC),"1,88"
Anitápolis (SC),"9,41"
Antônio Carlos (SC),"1,56"
Apiúna (SC),"0,94"
Arabutã (SC),"3,17"
Araquari (SC),"9,14"
Araranguá (SC),"33,91"
Armazém (SC),"1,51"
Arroio Trinta (SC),"0,64"
Arvoredo (SC),"2,27"
Ascurra (SC),"0,52"
Atalanta (SC),"4,41"
Aurora (SC),"3,82"
Balneário Arroio do Silva (SC),"3,15"
Balneário Camboriú (SC),"9,78"
Balneário Barra do Sul (SC),"0,31"
Balneário Gaivota (SC),"3,08"
Bandeirante (SC),"1,16"
Barra Bonita (SC),"0,59"
Barra Velha (SC),"3,15"
Bela Vista do Toldo (SC),"1,78"
Belmonte (SC),"0,66"
Benedito Novo (SC),1
Biguaçu (SC),"5,22"
Blumenau (SC),"43,63"
Bocaina do Sul (SC),"1,1"
Bombinhas (SC),"1,17"
Bom Jardim da Serra (SC),"3,01"
Bom Jesus (SC),"2,02"
Bom Jesus do Oeste (SC),"0,28"
Bom Retiro (SC),"3,42"
Botuverá (SC),"0,91"
Braço do Norte (SC),"9,69"
Braço do Trombudo (SC),"2,35"
Brunópolis (SC),"2,13"
Brusque (SC),"18,5"
Caçador (SC),"23,87"
Caibi (SC),"1,21"
Calmon (SC),"0,5"
Camboriú (SC),"2,98"
Capão Alto (SC),"1,9"
Campo Alegre (SC),"9,98"
Campo Belo do Sul (SC),"2,7"
Campo Erê (SC),"1,67"
Campos Novos (SC),"40,29"
Canelinha (SC),"6,14"
Canoinhas (SC),"19,97"
Capinzal (SC),"5,43"
Capivari de Baixo (SC),"7,49"
Catanduvas (SC),"2,69"
Caxambu do Sul (SC),"0,63"
Celso Ramos (SC),"0,53"
Cerro Negro (SC),"1,15"
Chapadão do Lageado (SC),"3,43"
Chapecó (SC),"52,18"
Cocal do Sul (SC),"4,34"
Concórdia (SC),"50,74"
Cordilheira Alta (SC),"1,66"
Coronel Freitas (SC),"1,45"
Coronel Martins (SC),"0,73"
Corupá (SC),"0,97"
Correia Pinto (SC),"4,79"
Criciúma (SC),"49,33"
Cunha Porã (SC),"3,53"
Cunhataí (SC),"0,25"
Curitibanos (SC),"28,95"
Descanso (SC),"3,4"
Dionísio Cerqueira (SC),"7,23"
Dona Emma (SC),"1,56"
Doutor Pedrinho (SC),"0,37"
Entre Rios (SC),"0,78"
Ermo (SC),"2,51"
Erval Velho (SC),"0,93"
Faxinal dos Guedes (SC),"9,58"
Flor do Sertão (SC),"0,24"
Florianópolis (SC),"46,07"
Formosa do Sul (SC),"0,3"
Forquilhinha (SC),6
Fraiburgo (SC),"6,46"
Frei Rogério (SC),"1,58"
Galvão (SC),"1,26"
Garopaba (SC),"4,29"
Garuva (SC),"2,48"
Gaspar (SC),"8,81"
Governador Celso Ramos (SC),"0,88"
Grão-Pará (SC),"1,83"
Gravatal (SC),"2,15"
Guabiruba (SC),"2,68"
Guaraciaba (SC),"5,17"
Guaramirim (SC),"3,07"
Guarujá do Sul (SC),"2,3"
Guatambú (SC),"1,35"
Herval d'Oeste (SC),"3,17"
Ibiam (SC),"0,38"
Ibicaré (SC),"0,74"
Ibirama (SC),"5,63"
Içara (SC),"17,26"
Ilhota (SC),"1,62"
Imaruí (SC),"1,4"
Imbituba (SC),"13,9"
Imbuia (SC),"9,12"
Indaial (SC),"7,79"
Iomerê (SC),"1,16"
Ipira (SC),"1,19"
Iporã do Oeste (SC),"4,34"
Ipuaçu (SC),"4,06"
Ipumirim (SC),"5,18"
Iraceminha (SC),"0,51"
Irani (SC),"3,15"
Irati (SC),"0,22"
Irineópolis (SC),"4,16"
Itá (SC),"4,5"
Itaiópolis (SC),"9,5"
Itajaí (SC),"63,5"
Itapema (SC),"3,84"
Itapiranga (SC),"12,11"
Itapoá (SC),"2,06"
Ituporanga (SC),"48,96"
Jaborá (SC),"0,92"
Jacinto Machado (SC),"7,53"
Jaguaruna (SC),"4,73"
Jaraguá do Sul (SC),"14,71"
Jardinópolis (SC),"0,26"
Joaçaba (SC),"12,09"
Joinville (SC),"55,01"
José Boiteux (SC),"1,23"
Jupiá (SC),"1,12"
Lacerdópolis (SC),"0,7"
Lages (SC),"53,29"
Laguna (SC),"6,07"
Lajeado Grande (SC),"0,75"
Laurentino (SC),"4,18"
Lauro Müller (SC),"2,05"
Lebon Régis (SC),"2,12"
Leoberto Leal (SC),"2,49"
Lindóia do Sul (SC),"1,69"
Lontras (SC),"4,38"
Luiz Alves (SC),"1,68"
Luzerna (SC),"1,49"
Macieira (SC),"0,3"
Mafra (SC),"22,57"
Major Gercino (SC),"1,29"
Major Vieira (SC),"2,72"
Maracajá (SC),"3,88"
Maravilha (SC),"6,84"
Marema (SC),"1,24"
Massaranduba (SC),"0,92"
Matos Costa (SC),"0,32"
Meleiro (SC),"4,84"
Mirim Doce (SC),"0,84"
Modelo (SC),"0,65"
Mondaí (SC),"12,38"
Monte Carlo (SC),"3,6"
Monte Castelo (SC),"2,15"
Morro da Fumaça (SC),"4,52"
Morro Grande (SC),"2,06"
Navegantes (SC),"8,17"
Nova Erechim (SC),"0,94"
Nova Itaberaba (SC),"0,72"
Nova Trento (SC),"14,37"
Nova Veneza (SC),"5,27"
Novo Horizonte (SC),"0,46"
Orleans (SC),"6,6"
Otacílio Costa (SC),"8,09"
Ouro (SC),"1,28"
Ouro Verde (SC),"1,73"
Paial (SC),"0,65"
Painel (SC),"0,69"
Palhoça (SC),"16,06"
Palma Sola (SC),"3,78"
Palmeira (SC),"1,52"
Palmitos (SC),"3,48"
Papanduva (SC),"7,74"
Paraíso (SC),"1,63"
Passo de Torres (SC),"3,37"
Passos Maia (SC),"2,21"
Paulo Lopes (SC),"0,49"
Pedras Grandes (SC),"1,35"
Penha (SC),"1,38"
Peritiba (SC),"1,35"
Pescaria Brava (SC),"0,66"
Petrolândia (SC),"7,82"
Balneário Piçarras (SC),"2,01"
Pinhalzinho (SC),"5,77"
Pinheiro Preto (SC),"1,15"
Piratuba (SC),"8,92"
Planalto Alegre (SC),"0,54"
Pomerode (SC),"5,95"
Ponte Alta (SC),"2,71"
Ponte Alta do Norte (SC),"2,57"
Ponte Serrada (SC),"3,68"
Porto Belo (SC),"1,96"
Porto União (SC),"10,42"
Pouso Redondo (SC),"6,75"
Praia Grande (SC),"3,17"
Presidente Castello Branco (SC),"0,84"
Presidente Getúlio (SC),"9,25"
Presidente Nereu (SC),"0,59"
Princesa (SC),"1,55"
Quilombo (SC),"1,76"
Rancho Queimado (SC),"18,44"
Rio das Antas (SC),"1,46"
Rio do Campo (SC),2
Rio do Oeste (SC),"2,59"
Rio dos Cedros (SC),"1,01"
Rio do Sul (SC),"34,65"
Rio Fortuna (SC),"1,68"
Rio Negrinho (SC),"23,03"
Rio Rufino (SC),"0,57"
Riqueza (SC),"1,68"
Rodeio (SC),"0,83"
Romelândia (SC),"1,27"
Salete (SC),"2,99"
Saltinho (SC),"0,36"
Salto Veloso (SC),"1,35"
Sangão (SC),"2,59"
Santa Cecília (SC),"10,22"
Santa Helena (SC),"1,18"
Santa Rosa de Lima (SC),"0,4"
Santa Rosa do Sul (SC),"2,83"
Santa Terezinha (SC),"2,44"
Santa Terezinha do Progresso (SC),"0,25"
Santiago do Sul (SC),"0,18"
Santo Amaro da Imperatriz (SC),"2,46"
São Bernardino (SC),"0,34"
São Bento do Sul (SC),"66,99"
São Bonifácio (SC),"12,51"
São Carlos (SC),"1,98"
São Cristóvão do Sul (SC),"3,39"
São Domingos (SC),"5,69"
São Francisco do Sul (SC),"10,4"
São João do Oeste (SC),"4,02"
São João Batista (SC),"21,4"
São João do Itaperiú (SC),"0,45"
São João do Sul (SC),"4,02"
São Joaquim (SC),"9,18"
São José (SC),"27,07"
São José do Cedro (SC),"6,46"
São José do Cerrito (SC),"2,58"
São Lourenço do Oeste (SC),"5,29"
São Ludgero (SC),"5,16"
São Martinho (SC),"0,61"
São Miguel da Boa Vista (SC),"0,19"
São Miguel do Oeste (SC),"24,72"
São Pedro de Alcântara (SC),"0,2"
Saudades (SC),"2,01"
Schroeder (SC),"0,93"
Seara (SC),"13,12"
Serra Alta (SC),"0,45"
Siderópolis (SC),"3,33"
Sombrio (SC),"12,94"
Sul Brasil (SC),"0,32"
Taió (SC),"7,93"
Tangará (SC),"3,05"
Tigrinhos (SC),"0,25"
Tijucas (SC),"50,67"
Timbé do Sul (SC),"2,2"
Timbó (SC),"5,37"
Timbó Grande (SC),"2,75"
Três Barras (SC),"13,8"
Treviso (SC),"1,14"
Treze de Maio (SC),"1,11"
Treze Tílias (SC),"4,21"
Trombudo Central (SC),"4,11"
Tubarão (SC),"26,75"
Tunápolis (SC),"2,07"
Turvo (SC),"10,49"
União do Oeste (SC),"0,32"
Urubici (SC),"2,89"
Urupema (SC),"0,72"
Urussanga (SC),"5,33"
Vargeão (SC),"2,54"
Vargem (SC),"1,79"
Vargem Bonita (SC),"2,74"
Vidal Ramos (SC),"12,41"
Videira (SC),"17,54"
Vitor Meireles (SC),"1,34"
Witmarsum (SC),"1,65"
Xanxerê (SC),"33,83"
Xavantina (SC),"2,36"
Xaxim (SC),"18,84"
Zortéa (SC),"1,6"
Balneário Rincão (SC),"1,44"
Aceguá (RS),"6,34"
Água Santa (RS),"2,28"
Agudo (RS),"25,04"
Ajuricaba (RS),"3,91"
Alecrim (RS),"1,98"
Alegrete (RS),"20,95"
Alegria (RS),"1,17"
Almirante Tamandaré do Sul (RS),"2,73"
Alpestre (RS),"2,71"
Alto Alegre (RS),"0,79"
Alto Feliz (RS),"1,26"
Alvorada (RS),"1,81"
Amaral Ferrador (RS),"2,07"
Ametista do Sul (RS),"2,45"
André da Rocha (RS),"2,55"
Anta Gorda (RS),"4,26"
Antônio Prado (RS),"1,38"
Arambaré (RS),"5,77"
Araricá (RS),"0,13"
Aratiba (RS),"7,17"
Arroio do Meio (RS),"8,52"
Arroio do Sal (RS),"2,1"
Arroio do Padre (RS),"0,48"
Arroio dos Ratos (RS),"2,09"
Arroio do Tigre (RS),"2,41"
Arroio Grande (RS),"46,29"
Arvorezinha (RS),"4,44"
Augusto Pestana (RS),"3,78"
Áurea (RS),"1,24"
Bagé (RS),"51,85"
Balneário Pinhal (RS),"2,29"
Barão (RS),"2,4"
Barão de Cotegipe (RS),"2,59"
Barão do Triunfo (RS),"0,83"
Barracão (RS),10
Barra do Guarita (RS),"0,72"
Barra do Quaraí (RS),"2,63"
Barra do Ribeiro (RS),"10,23"
Barra do Rio Azul (RS),"0,61"
Barra Funda (RS),"1,63"
Barros Cassal (RS),"9,48"
Benjamin Constant do Sul (RS),"0,37"
Bento Gonçalves (RS),"13,01"
Boa Vista das Missões (RS),"2,35"
Boa Vista do Buricá (RS),"4,15"
Boa Vista do Cadeado (RS),"3,5"
Boa Vista do Incra (RS),"2,87"
Boa Vista do Sul (RS),"0,21"
Bom Jesus (RS),"6,35"
Bom Princípio (RS),"7,06"
Bom Progresso (RS),"1,1"
Bom Retiro do Sul (RS),"2,24"
Boqueirão do Leão (RS),"0,83"
Bossoroca (RS),"4,46"
Bozano (RS),"1,7"
Braga (RS),"1,66"
Brochier (RS),"0,92"
Butiá (RS),"3,17"
Caçapava do Sul (RS),"15,76"
Cacequi (RS),"4,24"
Cachoeira do Sul (RS),"57,82"
Cachoeirinha (RS),"3,55"
Cacique Doble (RS),"5,34"
Caibaté (RS),"8,7"
Caiçara (RS),"2,11"
Camaquã (RS),"55,09"
Camargo (RS),"2,17"
Cambará do Sul (RS),"2,51"
Campestre da Serra (RS),"2,12"
Campina das Missões (RS),"7,85"
Campinas do Sul (RS),"3,02"
Campo Bom (RS),"1,98"
Campo Novo (RS),"4,14"
Campos Borges (RS),"1,12"
Candelária (RS),"6,04"
Cândido Godói (RS),"4,39"
Candiota (RS),"38,52"
Canela (RS),"10,45"
Canguçu (RS),"10,32"
Canoas (RS),"12,08"
Canudos do Vale (RS),"0,38"
Capão Bonito do Sul (RS),"3,54"
Capão da Canoa (RS),"14,44"
Capão do Cipó (RS),"7,38"
Capão do Leão (RS),"5,16"
Capivari do Sul (RS),"2,84"
Capela de Santana (RS),"2,32"
Capitão (RS),"0,53"
Carazinho (RS),"37,93"
Caraá (RS),"1,22"
Carlos Barbosa (RS),"6,12"
Carlos Gomes (RS),"0,53"
Casca (RS),"2,99"
Caseiros (RS),"0,83"
Catuípe (RS),"5,79"
Caxias do Sul (RS),"54,96"
Centenário (RS),"0,91"
Cerrito (RS),1
Cerro Branco (RS),"1,47"
Cerro Grande (RS),"0,74"
Cerro Grande do Sul (RS),"4,11"
Cerro Largo (RS),"26,16"
Chapada (RS),"7,31"
Charqueadas (RS),"10,15"
Charrua (RS),"0,62"
Chiapetta (RS),"2,91"
Chuí (RS),"2,29"
Chuvisca (RS),"2,62"
Cidreira (RS),"2,66"
Ciríaco (RS),"1,1"
Colinas (RS),"0,48"
Colorado (RS),"8,07"
Condor (RS),"4,68"
Constantina (RS),"5,97"
Coqueiro Baixo (RS),"0,29"
Coqueiros do Sul (RS),"1,87"
Coronel Barros (RS),"1,7"
Coronel Bicaco (RS),"3,86"
Coronel Pilar (RS),"0,09"
Cotiporã (RS),"0,29"
Coxilha (RS),"1,76"
Crissiumal (RS),"6,46"
Cristal (RS),"1,92"
Cristal do Sul (RS),"1,31"
Cruz Alta (RS),"34,46"
Cruzaltense (RS),"1,1"
Cruzeiro do Sul (RS),"2,96"
David Canabarro (RS),"0,95"
Derrubadas (RS),"1,88"
Dezesseis de Novembro (RS),"0,52"
Dilermando de Aguiar (RS),"1,82"
Dois Irmãos (RS),"14,34"
Dois Irmãos das Missões (RS),"2,75"
Dois Lajeados (RS),"2,28"
Dom Feliciano (RS),"7,22"
Dom Pedro de Alcântara (RS),"0,48"
Dom Pedrito (RS),"30,58"
Dona Francisca (RS),4
Doutor Maurício Cardoso (RS),"3,31"
Doutor Ricardo (RS),"0,44"
Eldorado do Sul (RS),"1,16"
Encantado (RS),"6,48"
Encruzilhada do Sul (RS),"15,17"
Engenho Velho (RS),"1,01"
Entre-Ijuís (RS),"6,24"
Entre Rios do Sul (RS),"1,57"
Erebango (RS),"1,37"
Erechim (RS),"52,09"
Ernestina (RS),"1,11"
Herval (RS),"10,37"
Erval Grande (RS),"1,14"
Erval Seco (RS),"4,88"
Esmeralda (RS),"4,06"
Esperança do Sul (RS),"1,48"
Espumoso (RS),"8,32"
Estação (RS),"2,65"
Estância Velha (RS),"1,03"
Esteio (RS),"2,06"
Estrela (RS),"12,04"
Estrela Velha (RS),"1,11"
Eugênio de Castro (RS),"3,68"
Fagundes Varela (RS),"0,34"
Farroupilha (RS),"7,63"
Faxinal do Soturno (RS),"10,13"
Faxinalzinho (RS),"0,78"
Fazenda Vilanova (RS),"0,78"
Feliz (RS),"4,59"
Flores da Cunha (RS),"4,4"
Floriano Peixoto (RS),"0,78"
Fontoura Xavier (RS),"8,82"
Formigueiro (RS),"11,35"
Forquetinha (RS),"0,33"
Fortaleza dos Valos (RS),"4,22"
Frederico Westphalen (RS),"19,74"
Garibaldi (RS),"5,2"
Garruchos (RS),"1,37"
Gaurama (RS),"2,14"
General Câmara (RS),"1,61"
Gentil (RS),"0,79"
Getúlio Vargas (RS),"6,01"
Giruá (RS),"10,92"
Glorinha (RS),"0,25"
Gramado (RS),"17,41"
Gramado dos Loureiros (RS),"1,3"
Gramado Xavier (RS),"0,61"
Gravataí (RS),"5,64"
Guabiju (RS),"1,75"
Guaíba (RS),"4,55"
Guaporé (RS),"15,17"
Guarani das Missões (RS),"11,9"
Harmonia (RS),"1,91"
Herveiras (RS),"0,4"
Horizontina (RS),"33,12"
Hulha Negra (RS),"4,35"
Humaitá (RS),"2,91"
Ibarama (RS),"0,63"
Ibiaçá (RS),"11,59"
Ibiraiaras (RS),"1,66"
Ibirapuitã (RS),"8,28"
Ibirubá (RS),"12,87"
Igrejinha (RS),"12,37"
Ijuí (RS),"38,91"
Ilópolis (RS),"1,86"
Imbé (RS),"4,6"
Imigrante (RS),"2,88"
Independência (RS),"6,05"
Inhacorá (RS),"0,83"
Ipê (RS),"3,09"
Ipiranga do Sul (RS),"1,34"
Iraí (RS),"3,51"
Itaara (RS),"1,95"
Itacurubi (RS),"2,82"
Itapuca (RS),"1,24"
Itaqui (RS),"14,88"
Itati (RS),"0,64"
Itatiba do Sul (RS),"0,62"
Ivorá (RS),"2,7"
Ivoti (RS),"7,73"
Jaboticaba (RS),"1,35"
Jacuizinho (RS),"1,67"
Jacutinga (RS),"1,76"
Jaguarão (RS),"43,34"
Jaguari (RS),"2,57"
Jaquirana (RS),"0,97"
Jari (RS),"5,37"
Jóia (RS),"7,29"
Júlio de Castilhos (RS),"22,03"
Lagoa Bonita do Sul (RS),"0,39"
Lagoão (RS),6
Lagoa dos Três Cantos (RS),"3,75"
Lagoa Vermelha (RS),"15,66"
Lajeado (RS),"31,04"
Lajeado do Bugre (RS),"0,74"
Lavras do Sul (RS),"6,88"
Liberato Salzano (RS),"2,38"
Lindolfo Collor (RS),"2,4"
Linha Nova (RS),"0,51"
Machadinho (RS),"8,61"
Maçambará (RS),"3,96"
Mampituba (RS),"0,52"
Manoel Viana (RS),"3,72"
Maquiné (RS),"1,4"
Maratá (RS),"0,63"
Marau (RS),"12,74"
Marcelino Ramos (RS),"1,27"
Mariana Pimentel (RS),"0,06"
Mariano Moro (RS),"0,55"
Marques de Souza (RS),"0,69"
Mata (RS),"1,15"
Mato Castelhano (RS),"0,7"
Mato Leitão (RS),"1,01"
Mato Queimado (RS),"2,9"
Maximiliano de Almeida (RS),"5,08"
Minas do Leão (RS),"1,63"
Miraguaí (RS),"2,42"
Montauri (RS),"1,3"
Monte Alegre dos Campos (RS),"1,14"
Monte Belo do Sul (RS),"0,16"
Montenegro (RS),"44,78"
Mormaço (RS),"5,95"
Morrinhos do Sul (RS),"0,6"
Morro Redondo (RS),"0,82"
Morro Reuter (RS),"1,8"
Mostardas (RS),"4,72"
Muçum (RS),"1,67"
Muitos Capões (RS),"11,61"
Muliterno (RS),"0,38"
Não-Me-Toque (RS),"52,7"
Nicolau Vergueiro (RS),"0,61"
Nonoai (RS),"7,25"
Nova Alvorada (RS),"3,12"
Nova Araçá (RS),"4,32"
Nova Bassano (RS),"10,59"
Nova Boa Vista (RS),"1,43"
Nova Bréscia (RS),"0,78"
Nova Candelária (RS),"2,91"
Nova Esperança do Sul (RS),"1,17"
Nova Hartz (RS),"0,44"
Nova Pádua (RS),"0,17"
Nova Palma (RS),"14,35"
Nova Petrópolis (RS),"6,37"
Nova Prata (RS),"22,84"
Nova Ramada (RS),"2,28"
Nova Roma do Sul (RS),"0,29"
Nova Santa Rita (RS),"1,37"
Novo Cabrais (RS),"2,17"
Novo Hamburgo (RS),"5,51"
Novo Machado (RS),"2,28"
Novo Tiradentes (RS),"1,03"
Novo Xingu (RS),"1,04"
Novo Barreiro (RS),"1,33"
Osório (RS),"13,36"
Paim Filho (RS),"5,29"
Palmares do Sul (RS),"5,4"
Palmeira das Missões (RS),"21,84"
Palmitinho (RS),"3,75"
Panambi (RS),"23,75"
Pantano Grande (RS),"8,71"
Paraí (RS),"5,6"
Paraíso do Sul (RS),"3,38"
Pareci Novo (RS),"1,06"
Parobé (RS),"0,76"
Passa Sete (RS),"0,75"
Passo do Sobrado (RS),"3,75"
Passo Fundo (RS),"52,26"
Paulo Bento (RS),"1,48"
Paverama (RS),"1,34"
Pedras Altas (RS),"5,42"
Pedro Osório (RS),"1,68"
Pejuçara (RS),"3,48"
Pelotas (RS),"67,02"
Picada Café (RS),"2,53"
Pinhal (RS),"1,22"
Pinhal da Serra (RS),"3,15"
Pinhal Grande (RS),"10,66"
Pinheirinho do Vale (RS),"1,82"
Pinheiro Machado (RS),"5,58"
Pinto Bandeira (RS),"0,13"
Pirapó (RS),"0,86"
Piratini (RS),"12,36"
Planalto (RS),"3,48"
Poço das Antas (RS),"1,03"
Pontão (RS),"1,68"
Ponte Preta (RS),"0,73"
Portão (RS),"12,94"
Porto Alegre (RS),"44,8"
Porto Lucena (RS),"1,66"
Porto Mauá (RS),"1,09"
Porto Vera Cruz (RS),"0,55"
Porto Xavier (RS),"6,92"
Pouso Novo (RS),"0,34"
Presidente Lucena (RS),"1,4"
Progresso (RS),"0,92"
Protásio Alves (RS),"1,23"
Putinga (RS),"1,76"
Quaraí (RS),"4,26"
Quatro Irmãos (RS),"1,41"
Quevedos (RS),"3,42"
Quinze de Novembro (RS),"1,91"
Redentora (RS),"2,96"
Relvado (RS),"0,46"
Restinga Sêca (RS),"25,25"
Rio dos Índios (RS),"1,88"
Rio Grande (RS),"81,98"
Rio Pardo (RS),"22,69"
Riozinho (RS),"1,02"
Roca Sales (RS),"3,2"
Rodeio Bonito (RS),"3,85"
Rolador (RS),"1,47"
Rolante (RS),"4,79"
Ronda Alta (RS),"1,96"
Rondinha (RS),"3,71"
Roque Gonzales (RS),"14,35"
Rosário do Sul (RS),"18,96"
Sagrada Família (RS),"0,81"
Saldanha Marinho (RS),"1,9"
Salto do Jacuí (RS),"9,07"
Salvador das Missões (RS),"5,86"
Salvador do Sul (RS),"2,63"
Sananduva (RS),"26,62"
Santa Bárbara do Sul (RS),"9,99"
Santa Cecília do Sul (RS),"0,6"
Santa Clara do Sul (RS),"1,88"
Santa Cruz do Sul (RS),"55,01"
Santa Maria (RS),"65,11"
Santa Maria do Herval (RS),"1,83"
Santa Margarida do Sul (RS),"4,95"
Santana da Boa Vista (RS),"5,12"
Sant'Ana do Livramento (RS),"38,74"
Santa Rosa (RS),"45,69"
Santa Tereza (RS),"0,09"
Santa Vitória do Palmar (RS),"10,84"
Santiago (RS),"23,13"
Santo Ângelo (RS),"28,88"
Santo Antônio do Palma (RS),"0,5"
Santo Antônio da Patrulha (RS),"12,34"
Santo Antônio das Missões (RS),"6,12"
Santo Antônio do Planalto (RS),"1,87"
Santo Augusto (RS),"6,36"
Santo Cristo (RS),"9,6"
Santo Expedito do Sul (RS),"4,07"
São Borja (RS),"17,49"
São Domingos do Sul (RS),"0,51"
São Francisco de Assis (RS),"5,47"
São Francisco de Paula (RS),"10,62"
São Gabriel (RS),"37,35"
São Jerônimo (RS),"3,9"
São João da Urtiga (RS),"5,81"
São João do Polêsine (RS),"3,93"
São Jorge (RS),"1,76"
São José das Missões (RS),"0,92"
São José do Herval (RS),"2,29"
São José do Hortêncio (RS),"0,92"
São José do Inhacorá (RS),"2,25"
São José do Norte (RS),"4,89"
São José do Ouro (RS),"14,61"
São José do Sul (RS),"0,73"
São José dos Ausentes (RS),"1,61"
São Leopoldo (RS),"5,96"
São Lourenço do Sul (RS),"10,58"
São Luiz Gonzaga (RS),"17,29"
São Marcos (RS),"1,99"
São Martinho (RS),"4,5"
São Martinho da Serra (RS),"2,29"
São Miguel das Missões (RS),"7,88"
São Nicolau (RS),"2,07"
São Paulo das Missões (RS),"6,58"
São Pedro da Serra (RS),"0,88"
São Pedro das Missões (RS),"1,13"
